Group Name,Member Count,Last Active,Group URL,post
"𝑱𝑬𝑺𝑼𝑺,𝑶𝒖𝒓 𝑹𝒆𝒅𝒆𝒆𝒎𝒆𝒓 𝒐𝒇 𝑳𝒊𝒇e",403K,,https://www.facebook.com/groups/571902093653966/,"Hey 𝑱𝑬𝑺𝑼𝑺,𝑶𝒖𝒓 𝑹𝒆𝒅𝒆𝒆𝒎𝒆𝒓 𝒐𝒇 𝑳𝒊𝒇e, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
❤ Jesus My Lord ❤,349K,,https://www.facebook.com/groups/810452566367788/,"Hey ❤ Jesus My Lord ❤, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS MY LIVING SAVIOUR,248K,,https://www.facebook.com/groups/1187228402503156/,"Hey JESUS MY LIVING SAVIOUR, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus I Trust in You🙏Divine Mercy,611K,,https://www.facebook.com/groups/292213301654432/,"Hey Jesus I Trust in You🙏Divine Mercy, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ the only way (John 14:6),466K,,https://www.facebook.com/groups/410696912421491/,"Hey Jesus Christ the only way (John 14:6), Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Repent! Jesus Is Coming Soon,208K,,https://www.facebook.com/groups/506054774637240/,"Hey Repent! Jesus Is Coming Soon, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Friends Who Like Jesus Daily LIFE,205K,,https://www.facebook.com/groups/600585473464932/,"Hey Friends Who Like Jesus Daily LIFE, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Christian Singles Living 4 Jesus ❤,336K,,https://www.facebook.com/groups/ChristianSinglesLiving4JesusandLovingit/,"Hey Christian Singles Living 4 Jesus ❤, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
DO IT ALL FOR THE GLORY OF GOD PRAYER WARRIORS+TEAM JESUS GROUP 🙏💖🙏,151K,,https://www.facebook.com/groups/385821481143716/,"Hey DO IT ALL FOR THE GLORY OF GOD PRAYER WARRIORS+TEAM JESUS GROUP 🙏💖🙏, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS THE ONLY WAY TO HEAVEN.,920K,,https://www.facebook.com/groups/741412699296156/,"Hey JESUS THE ONLY WAY TO HEAVEN., General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
𝗝𝗘𝗭𝗨 𝗧𝗨𝗭𝗢 𝗠𝗢𝗚 𝗝𝗜𝗩𝗢(JESUS YOUR LOVE IS LIVING AND GIVES LIFE),201K,,https://www.facebook.com/groups/1903073330057922/,"Hey 𝗝𝗘𝗭𝗨 𝗧𝗨𝗭𝗢 𝗠𝗢𝗚 𝗝𝗜𝗩𝗢(JESUS YOUR LOVE IS LIVING AND GIVES LIFE), Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,4.2M,,https://www.facebook.com/groups/1574461019456796/,"Hey Visit, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
𝗜 𝗟𝗼𝘃𝗲💗𝗬𝗼u 𝗝𝗲𝘀𝘂𝘀,295K,,https://www.facebook.com/groups/230516868778156/,"Hey 𝗜 𝗟𝗼𝘃𝗲💗𝗬𝗼u 𝗝𝗲𝘀𝘂𝘀, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Follow the Lord Jesus Christ,38K,,https://www.facebook.com/groups/1112086659510735/,"Hey Follow the Lord Jesus Christ, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus.Daily,20K,,https://www.facebook.com/groups/1157317395406187/,"Hey Jesus.Daily, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS DAILY QUOTES,75K,,https://www.facebook.com/groups/594776617390708/,"Hey JESUS DAILY QUOTES, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS AND MARY,129K,,https://www.facebook.com/groups/186922964660571/,"Hey JESUS AND MARY, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Believe in Jesus Christ,87K,,https://www.facebook.com/groups/1141433020030223/,"Hey Believe in Jesus Christ, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I Love Jesus Christ,132K,,https://www.facebook.com/groups/1890762220948179/,"Hey I Love Jesus Christ, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
On fire for JESUS,79K,,https://www.facebook.com/groups/289018045281940/,"Hey On fire for JESUS, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Friends who love Jesus 💓👫,44K,,https://www.facebook.com/groups/1712756419074755/,"Hey Friends who love Jesus 💓👫, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is my Rock,39K,,https://www.facebook.com/groups/1179110379997376/,"Hey Jesus is my Rock, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Because of Jesus,61K,,https://www.facebook.com/groups/501738391835347/,"Hey Because of Jesus, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Followers of Jesus,34K,,https://www.facebook.com/groups/6373312882708052/,"Hey Followers of Jesus, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
The Light of Jesus,159K,,https://www.facebook.com/groups/160125865276795/,"Hey The Light of Jesus, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS: The Road To Salvation,88K,,https://www.facebook.com/groups/1498178784075854/,"Hey JESUS: The Road To Salvation, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Is My Shepherd,185K,,https://www.facebook.com/groups/2443074862547379/,"Hey Jesus Is My Shepherd, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ Savior 🙏,258K,,https://www.facebook.com/groups/492390611526562/,"Hey Jesus Christ Savior 🙏, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is Real,19K,,https://www.facebook.com/groups/1394397551793902/,"Hey Jesus is Real, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I love You Jesus,140K,,https://www.facebook.com/groups/698280064623272/,"Hey I love You Jesus, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
💕❣ Jesus Got Me❣💕,202K,,https://www.facebook.com/groups/528539391075980/,"Hey 💕❣ Jesus Got Me❣💕, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Is Everything To Me,42K,,https://www.facebook.com/groups/688228689151980/,"Hey Jesus Is Everything To Me, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
DEVOTION TO SACRED HEART OF JESUS ❤,61K,,https://www.facebook.com/groups/940987367296937/,"Hey DEVOTION TO SACRED HEART OF JESUS ❤, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Soldiers4Jesus,56K,,https://www.facebook.com/groups/soldiers4jesusprayer4u/,"Hey Soldiers4Jesus, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,7M,,https://www.facebook.com/groups/820972581842247/,"Hey Visit, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
POWER OF THE BLOOD OF JESUS,43K,,https://www.facebook.com/groups/2397973997098932/,"Hey POWER OF THE BLOOD OF JESUS, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus loves you,17K,,https://www.facebook.com/groups/981430645857647/,"Hey Jesus loves you, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS,203K,,https://www.facebook.com/groups/1054071195246214/,"Hey JESUS, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,3.7M,,https://www.facebook.com/groups/433759407237903/,"Hey Jesus Love and Prayer, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
I Love Jesus,41K,,https://www.facebook.com/groups/574268365617490/,"Hey I Love Jesus, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS LOVERS,64K,,https://www.facebook.com/groups/jesusreallovers/,"Hey JESUS LOVERS, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Forgiven in Jesus,26K,,https://www.facebook.com/groups/1080695446143798/,"Hey Forgiven in Jesus, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I Love Jesus ��,110K,,https://www.facebook.com/groups/309740598793592/,"Hey I Love Jesus ��, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,81K,,https://www.facebook.com/groups/894783455247794/,"Hey C-PTSD; LIVING WITH ALL THERE IS, WAS AND WILL BE INVOLVED MOVING FORWARD, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
Jesus Loves you,81K,,https://www.facebook.com/groups/944491229578347/,"Hey Jesus Loves you, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS DAILY,25K,,https://www.facebook.com/groups/270914636072027/,"Hey JESUS DAILY, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,1.6M,,https://www.facebook.com/groups/1263487920725278/,"Hey Visit, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is my Savior & Jesus is King 🙌🙌🏽,44K,,https://www.facebook.com/groups/1493439204413344/,"Hey Jesus is my Savior & Jesus is King 🙌🙌🏽, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,86K,,https://www.facebook.com/groups/1260896195572377/,"Hey Visit, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
WINNING SOULS BACK TO JESUS FOR ETERNITY - POWER IN THE BLOOD OF JESUS,25K,,https://www.facebook.com/groups/665343845782289/,"Hey WINNING SOULS BACK TO JESUS FOR ETERNITY - POWER IN THE BLOOD OF JESUS, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
DAILY WALK WITH JESUS ✝️⛵️❤️The Present Day Fishers of Men,20K,,https://www.facebook.com/groups/677642639079641/,"Hey DAILY WALK WITH JESUS ✝️⛵️❤️The Present Day Fishers of Men, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Loves Me💗🌷💗,65K,,https://www.facebook.com/groups/996604795245898/,"Hey Jesus Loves Me💗🌷💗, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is my Rock,41K,,https://www.facebook.com/groups/2956291794532803/,"Hey Jesus is my Rock, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
jesus lovers,10K,,https://www.facebook.com/groups/3285293711610050/,"Hey jesus lovers, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ is Lord✝️,13K,,https://www.facebook.com/groups/557737292922018/,"Hey Jesus Christ is Lord✝️, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I love the Lord Jesus,14K,,https://www.facebook.com/groups/1184826353390166/,"Hey I love the Lord Jesus, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I LOVE YOU JESUS,10K,,https://www.facebook.com/groups/1220179205079723/,"Hey I LOVE YOU JESUS, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,29K,,https://www.facebook.com/groups/275876538553118/,"Hey C-PTSD; LIVING WITH ALL THERE IS, WAS AND WILL BE INVOLVED MOVING FORWARD, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
Jesus Is Lord,138K,,https://www.facebook.com/groups/2674550139347123/,"Hey Jesus Is Lord, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,919K,,https://www.facebook.com/groups/2406899476282953/,"Hey Visit, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Not ashamed of Jesus Christ,40K,,https://www.facebook.com/groups/9090778497624758/,"Hey Not ashamed of Jesus Christ, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS OUR REDEEMER,11K,,https://www.facebook.com/groups/1243168223826279/,"Hey JESUS OUR REDEEMER, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,376K,,https://www.facebook.com/groups/208412274624314/,"Hey Visit, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I love GOD & JESUS our Saviour. Join.,3M,,https://www.facebook.com/groups/419548762427225/,"Hey I love GOD & JESUS our Saviour. Join., Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,771K,,https://www.facebook.com/groups/536916004843594/,"Hey Visit, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Reigns Africa,20K,,https://www.facebook.com/groups/637975861991420/,"Hey Jesus Reigns Africa, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus and the Bible.,18K,,https://www.facebook.com/groups/574730348687403/,"Hey Jesus and the Bible., Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Visit,574K,,https://www.facebook.com/groups/184826718703218/,"Hey Visit, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus we exalt you.,5.9K,,https://www.facebook.com/groups/654090453881946/,"Hey Jesus we exalt you., I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
On The Move For Jesus,361K,,https://www.facebook.com/groups/2907992735900144/,"Hey On The Move For Jesus, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
I Belong To Jesus >,18K,,https://www.facebook.com/groups/1478035969879506/,"Hey I Belong To Jesus >, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
✨❤️ SACRED HEART OF JESUS and IMMACULATE HEART of MARY...SAVE us ❤️✨,245K,,https://www.facebook.com/groups/493425487421078/,"Hey ✨❤️ SACRED HEART OF JESUS and IMMACULATE HEART of MARY...SAVE us ❤️✨, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus is The Life,38K,,https://www.facebook.com/groups/246521318497831/,"Hey C-PTSD; LIVING WITH ALL THERE IS, WAS AND WILL BE INVOLVED MOVING FORWARD, Sacramento neighbors — Loki (my German Shepherd) and I are holding steady thanks to the kindness of this community. The shutdown’s slowed my SSI appeal, but we’re managing with grain-free food and support from SHRA. Every share or small donation keeps us going. Read our story here: https://www.gofundme.com/f/restoring-hope-for-loki — Travis & Loki"
JESUS IS KING,24K,,https://www.facebook.com/groups/870603678332642/,"Hey JESUS IS KING, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Believe in Lord Jesus,34K,,https://www.facebook.com/groups/1656816831766567/,"Hey Believe in Lord Jesus, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"Jesus, Our Lord & Saviour",119K,,https://www.facebook.com/groups/JesusReigns4Ever/,"Hey Jesus, Our Lord & Saviour, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Walk with Jesus,61K,,https://www.facebook.com/groups/1457060861519443/,"Hey Walk with Jesus, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
𝑅𝑒𝑙𝑎𝑡𝑖𝑜𝑛𝑠ℎ𝑖𝑝 𝑤𝑖𝑡ℎ 𝐽𝑒𝑠𝑢𝑠,99K,,https://www.facebook.com/groups/martingutierrez1970RwJ/,"Hey 𝑅𝑒𝑙𝑎𝑡𝑖𝑜𝑛𝑠ℎ𝑖𝑝 𝑤𝑖𝑡ℎ 𝐽𝑒𝑠𝑢𝑠, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Following Jesus Christ,74K,,https://www.facebook.com/groups/742501523425653/,"Hey Following Jesus Christ, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Died For Our Sins,134K,,https://www.facebook.com/groups/JesusDiedForOurSins/,"Hey Jesus Died For Our Sins, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Prayer Warriors for Jesus Christ,31K,,https://www.facebook.com/groups/prayerwarriorsforjesuschrist/,"Hey Prayer Warriors for Jesus Christ, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Following Jesus' Footsteps,50K,,https://www.facebook.com/groups/750112390634491/,"Hey Following Jesus' Footsteps, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus & marry my savior,109K,,https://www.facebook.com/groups/1091026682150387/,"Hey Jesus & marry my savior, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Apostolic Jesus Name HolyGhost Filled,47K,,https://www.facebook.com/groups/395517773978394/,"Hey Apostolic Jesus Name HolyGhost Filled, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS CARES,63K,,https://www.facebook.com/groups/1045303926819932/,"Hey JESUS CARES, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
FOLLOWERS OF OUR LORD JESUS,144K,,https://www.facebook.com/groups/847128739357040/,"Hey FOLLOWERS OF OUR LORD JESUS, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Follow Jesus,56K,,https://www.facebook.com/groups/followjesuscmi/,"Hey Follow Jesus, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Is Lord,27K,,https://www.facebook.com/groups/1582493032374987/,"Hey Jesus Is Lord, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Loves You,31K,,https://www.facebook.com/groups/623468196704253/,"Hey Jesus Loves You, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"Holy Mary , Mother of Jesus Christ Group",141K,,https://www.facebook.com/groups/379472786075686/,"Hey Holy Mary , Mother of Jesus Christ Group, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Followers,33K,,https://www.facebook.com/groups/693191592513444/,"Hey Jesus Followers, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
💖Jesus The Divine Mercy💖,177K,,https://www.facebook.com/groups/685015649107708/,"Hey 💖Jesus The Divine Mercy💖, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
JESUS IS ALL YOU NEED PRAYER GROUP,150K,,https://www.facebook.com/groups/578097269308041/,"Hey JESUS IS ALL YOU NEED PRAYER GROUP, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ is God,1.1M,,https://www.facebook.com/groups/JesusChristIsGod/,"Hey Jesus Christ is God, Sacramento’s been a mess with the shutdown, but me and Loki are holding on. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Prayer and the Love of Jesus,48K,,https://www.facebook.com/groups/2357716634594859/,"Hey Prayer and the Love of Jesus, I’m pushing my SSI appeal through the chaos and hoping it finally moves. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
"JESUS IS THE WAY, THE TRUTH AND THE LIFE",34K,,https://www.facebook.com/groups/373533517524211/,"Hey JESUS IS THE WAY, THE TRUTH AND THE LIFE, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Christ The Only Way To Heaven,15K,,https://www.facebook.com/groups/jesustheonlywaytoheaven2/,"Hey Jesus Christ The Only Way To Heaven, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Lover’s,25K,,https://www.facebook.com/groups/732752812674456/,"Hey Jesus Lover’s, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Love and Prayer,15K,,https://www.facebook.com/groups/1427356488487279/,"Hey Jesus Love and Prayer, General assistance kept Loki on grain‑free food, and I’m grateful. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Is Lord,38K,,https://www.facebook.com/groups/2802562220022069/,"Hey Jesus Is Lord, Loki’s safe, fed, and finally relaxing after everything we’ve been through. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
Jesus Loves You,76K,,https://www.facebook.com/groups/838022189591453/,"Hey Jesus Loves You, Trying to show real progress so donors know their help mattered. If you want to help us keep going, our GoFundMe is here: https://www.gofundme.com/f/restoring-hope-for-loki"
